"id","recipient_id","actor_id","type","title","body","entity_type","entity_id","is_read","created_at"
"82e2c81a-b234-44e5-aa99-9bad2065d538","646c0ef5-8f19-40e0-bf52-883d6581c517","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna 2.","","","false","2026-08-02T14:44:14.475Z"
"2c7a40f4-cf6a-43f7-bfcd-2030973fe447","7eb4b139-6508-454a-b77f-25f3744c2ec0","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna 2.","","","false","2026-08-02T14:44:14.477Z"
"7cbfe879-bc83-446c-a367-6e5e866c277b","0fce6dcf-dd06-43da-9248-152e5ff5e1ba","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna 2.","","","false","2026-08-02T14:44:14.479Z"
"3429f114-9581-49de-a561-ef61b87b00f5","11111111-1111-1111-1111-111111111111","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna 2.","","","false","2026-08-02T14:44:14.481Z"
"f4ac6e59-203f-4b50-8a22-6687370a6759","91f7318a-67f5-446e-9fa8-a37e693bfcc4","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna 2.","","","false","2026-08-02T14:44:27.376Z"
"e7f4c1d0-1b8e-4307-831a-c83e3304cec3","4fb826a3-1675-4a72-ac14-dfc7d85fd31b","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna 2.","","","false","2026-08-02T14:44:28.231Z"
"39c00382-372a-4814-a092-aeff8bee7267","646c0ef5-8f19-40e0-bf52-883d6581c517","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna 2.","","","false","2026-08-02T14:44:28.266Z"
"89d2b65e-8c46-4524-9135-11a7b9e287e0","7eb4b139-6508-454a-b77f-25f3744c2ec0","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna 2.","","","false","2026-08-02T14:44:28.270Z"
"37ad35f4-ab56-4df8-98df-32589a71ced9","0fce6dcf-dd06-43da-9248-152e5ff5e1ba","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna 2.","","","false","2026-08-02T14:44:28.274Z"
"39cd25c6-4e60-48e3-b1aa-80245c5d7654","11111111-1111-1111-1111-111111111111","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna 2.","","","false","2026-08-02T14:44:28.277Z"
"6b9a129c-8e5f-4b88-924f-8e7dc0e4e740","91f7318a-67f5-446e-9fa8-a37e693bfcc4","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna 2.","","","false","2026-08-02T14:49:05.421Z"
"5d24677b-c9a8-41c8-830a-6c69c57f76ec","4fb826a3-1675-4a72-ac14-dfc7d85fd31b","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna 2.","","","false","2026-08-02T14:49:06.354Z"
"27d57399-3deb-45ce-9582-33a563ac9b97","646c0ef5-8f19-40e0-bf52-883d6581c517","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna 2.","","","false","2026-08-02T14:49:06.389Z"
"c68ed627-ccbd-49b6-b97e-6fb056a0716b","7eb4b139-6508-454a-b77f-25f3744c2ec0","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna 2.","","","false","2026-08-02T14:49:06.394Z"
"fa2b680a-abdc-450b-a422-af29c1843284","0fce6dcf-dd06-43da-9248-152e5ff5e1ba","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna 2.","","","false","2026-08-02T14:49:06.397Z"
"c59d4121-2fa0-4f00-b865-fb8e36635ac9","11111111-1111-1111-1111-111111111111","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna 2.","","","false","2026-08-02T14:49:06.400Z"
"d1cd7e49-076e-4842-ac0c-d77791d8bd42","91f7318a-67f5-446e-9fa8-a37e693bfcc4","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna.","","","false","2026-08-02T23:55:24.402Z"
"3d04123e-a233-4b19-a22d-ee7b0aababa5","4fb826a3-1675-4a72-ac14-dfc7d85fd31b","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna.","","","false","2026-08-02T23:55:24.409Z"
"38e66a50-3925-4a5f-8fc9-28a253475b3f","646c0ef5-8f19-40e0-bf52-883d6581c517","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna.","","","false","2026-08-02T23:55:24.411Z"
"b6614f8d-8812-4f64-a241-8809c2b4d0bc","7eb4b139-6508-454a-b77f-25f3744c2ec0","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna.","","","false","2026-08-02T23:55:24.412Z"
"eee740a2-b79a-4335-ad33-31545e6ca593","0fce6dcf-dd06-43da-9248-152e5ff5e1ba","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna.","","","false","2026-08-02T23:55:24.415Z"
"d414a052-96a4-413e-8b45-629e4264d629","11111111-1111-1111-1111-111111111111","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna.","","","false","2026-08-02T23:55:24.416Z"
"bc91d734-9b70-4f55-8b15-1384617c10c7","91f7318a-67f5-446e-9fa8-a37e693bfcc4","146af666-4ae8-4546-afac-e36f12dffabe","LIKE_POST","Menyukai Postingan Anda","Teguh Af2 menyukai ""Test 6test...""","POST","68d7971d-b4d4-414e-ace6-c991f9736845","true","2026-08-02T14:57:52.183Z"
"0cd5585a-895c-452b-b6a3-57f8c16543f4","91f7318a-67f5-446e-9fa8-a37e693bfcc4","146af666-4ae8-4546-afac-e36f12dffabe","LIKE_POST","Menyukai Postingan Anda","Teguh Af2 menyukai ""Test 5...""","POST","94f0980f-6669-425d-b5ed-c461d844113e","true","2026-08-02T14:49:25.225Z"
"cc74b668-199c-4377-ad20-216f42883eb1","91f7318a-67f5-446e-9fa8-a37e693bfcc4","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna.","","","false","2026-08-03T00:03:43.554Z"
"cf232efd-e28b-4512-8b72-22992491fab0","4fb826a3-1675-4a72-ac14-dfc7d85fd31b","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna.","","","false","2026-08-03T00:03:43.557Z"
"73f83be6-8e11-4390-97c6-ad016f694611","646c0ef5-8f19-40e0-bf52-883d6581c517","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna.","","","false","2026-08-03T00:03:43.559Z"
"2b8e95ef-ae6e-45b8-85ab-4697dd787e85","7eb4b139-6508-454a-b77f-25f3744c2ec0","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna.","","","false","2026-08-03T00:03:43.560Z"
"e710cb73-428c-4534-9b84-de9e3e27bca3","0fce6dcf-dd06-43da-9248-152e5ff5e1ba","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna.","","","false","2026-08-03T00:03:43.561Z"
"2d7e8992-d8f7-4430-93fe-592622a52e6e","11111111-1111-1111-1111-111111111111","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna.","","","false","2026-08-03T00:03:43.563Z"
"06d213b6-befb-4e39-8e2d-0900ea69a927","146af666-4ae8-4546-afac-e36f12dffabe","","SYSTEM","Judul Pengumuman Anda","Isi detail pengumuman yang ingin disampaikan ke seluruh pengguna.","","","true","2026-08-03T00:03:43.178Z"
"b961c5b7-10c2-4d9a-8ce8-6bd9fde80050","91f7318a-67f5-446e-9fa8-a37e693bfcc4","146af666-4ae8-4546-afac-e36f12dffabe","REPLY_COMMENT","Membalas Komentar Anda","Teguh Af2 membalas komentar Anda: ""Test""","POST","68d7971d-b4d4-414e-ace6-c991f9736845","true","2026-08-02T14:33:40.513Z"
